ID_Estudiante,Logica_y_Programacion,Estructuras_de_Datos,Bases_de_Datos,Ingenieria_de_Software,Sistemas_Operativos,Redes_de_Computadores,Machine_Learning,Simulacion_de_Sistemas,Estadistica_Inferencial,Calculo_Diferencial,Fisica_Mecanica,Arquitectura_de_Computadores
6121841,4.5,3.2,5.0,3.5,3.3,4.4,3.7,4.1,4.1,4.1,5.0,3.3
5350917,2.9,4.3,3.0,3.4,3.7,3.8,5.0,4.5,3.6,4.2,3.0,2.9
3907221,3.6,2.9,2.9,5.0,3.6,4.2,3.3,3.4,2.0,3.6,3.7,3.1
3229829,3.3,3.6,3.3,3.1,4.1,4.0,5.0,1.3,3.3,3.7,3.3,3.2
7246741,3.9,4.1,4.3,4.7,3.8,4.6,1.8,2.6,3.0,5.0,3.4,4.3
9500765,2.6,3.4,2.7,2.7,3.3,2.0,3.0,5.0,3.9,3.7,4.8,4.1
9567584,3.6,3.4,3.5,3.3,2.9,3.1,3.7,5.0,2.1,2.9,3.1,1.8
5794448,3.7,1.7,2.9,2.7,3.4,4.1,4.1,3.4,3.7,3.7,1.5,3.5
9636409,4.5,3.4,3.4,3.5,4.1,2.2,2.7,2.8,2.8,3.2,2.2,5.0
4210670,2.5,3.9,4.5,3.8,3.3,3.2,3.4,2.9,2.0,4.1,3.7,2.0
2406503,3.2,3.2,5.0,5.0,3.3,2.9,3.8,4.9,4.4,3.7,2.8,2.2
5359078,4.2,3.7,3.8,3.2,4.1,1.6,1.7,4.5,3.7,3.2,4.6,2.6
9188689,2.9,3.6,3.6,3.4,3.7,2.5,3.2,4.8,3.9,2.4,2.8,3.1
8895230,3.7,4.0,4.8,2.5,5.0,3.3,2.7,3.9,3.5,4.8,3.3,3.6
7017932,3.2,4.6,4.6,3.3,4.5,2.8,4.0,2.9,4.4,4.1,2.3,4.7
3914861,3.6,3.8,4.1,3.5,5.0,2.2,4.1,2.7,1.8,3.0,3.5,2.9
6527770,2.8,3.0,3.1,3.9,4.9,2.9,3.5,3.9,4.5,4.2,4.0,3.3
9925836,3.2,3.1,3.7,4.6,4.3,1.9,2.8,4.0,4.0,4.0,4.1,4.0
2240647,1.7,2.7,3.5,4.4,2.5,2.3,3.2,5.0,3.8,2.6,4.0,2.9
8883186,3.5,3.6,4.4,3.4,5.0,2.4,2.7,3.3,5.0,4.1,3.9,3.0
7118811,3.1,3.7,3.3,5.0,3.7,3.3,3.5,4.0,4.6,3.3,3.3,3.9
7733572,2.6,4.3,5.0,3.9,4.2,4.3,3.3,3.6,3.4,3.4,3.9,4.0
9397686,3.1,3.8,4.4,3.3,3.3,3.8,3.2,3.8,2.9,3.2,3.7,1.4
6859877,3.0,3.5,4.0,3.3,2.8,3.8,3.1,2.4,3.6,2.7,2.8,4.1
8804737,3.4,4.6,5.0,3.9,4.0,3.7,2.5,1.9,3.6,2.9,2.5,2.9
8847275,4.3,3.0,4.5,4.3,2.8,2.7,3.5,3.4,3.6,3.3,3.1,3.7
5477794,3.1,2.5,3.6,4.1,3.9,2.7,2.7,3.4,4.7,3.6,2.8,2.5
3180760,3.6,3.3,4.0,2.5,4.2,3.7,3.8,4.0,3.2,4.0,3.6,3.0
2882651,2.1,2.1,2.7,3.4,2.7,3.6,3.8,3.2,2.8,2.7,3.2,2.4
6607528,4.7,4.6,3.3,3.6,4.9,4.7,3.8,3.8,4.5,4.2,4.0,4.5
6064048,4.2,2.3,3.3,2.2,4.4,3.7,4.1,4.9,1.7,2.4,4.8,3.3
1810327,3.2,3.7,4.0,2.7,3.3,5.0,4.1,4.4,3.8,3.9,3.3,1.8
9890410,2.9,4.0,4.9,1.9,3.7,4.2,2.8,4.1,2.2,3.3,4.1,4.3
2804532,3.3,3.1,4.6,4.8,4.0,3.0,2.9,2.7,2.9,3.7,3.0,3.5
9352440,3.7,3.5,4.2,3.7,3.5,3.8,4.2,4.0,3.4,3.7,4.3,2.6
9148798,3.8,3.6,2.7,4.3,4.6,2.7,2.2,4.4,4.4,3.1,4.0,5.0
8343664,5.0,4.4,2.4,4.1,4.0,5.0,4.2,3.0,3.2,3.2,2.4,4.4
8241692,4.2,4.8,3.5,4.5,3.8,2.4,3.5,2.9,4.0,2.3,3.0,4.2
5499592,5.0,3.2,3.6,2.6,4.1,2.2,3.2,3.8,3.7,3.2,2.6,2.9
9247361,3.6,2.7,2.1,2.9,2.4,2.7,3.4,4.4,3.6,3.2,4.2,4.5
2227108,4.2,3.9,3.0,3.4,3.2,2.7,4.7,5.0,4.3,1.8,2.9,4.1
7126118,3.4,3.3,2.9,4.3,2.4,4.4,5.0,3.1,3.5,4.8,3.2,2.9
2461709,3.4,4.5,4.0,3.9,4.4,3.2,3.5,3.7,3.7,5.0,3.5,3.7
6073213,2.7,4.6,3.8,3.6,4.0,4.1,4.3,2.0,2.3,4.1,3.3,3.2
9553438,4.2,4.2,1.9,2.1,4.4,2.9,4.1,2.5,3.9,3.4,3.4,3.4
2444651,3.2,4.6,3.2,4.5,3.3,2.8,2.8,4.4,4.3,3.0,4.1,4.3
1451547,3.1,3.0,4.4,4.0,3.7,3.5,4.1,3.5,3.8,4.5,2.8,3.9
1430303,3.3,3.1,3.6,3.1,3.8,5.0,3.6,3.7,3.4,2.7,5.0,2.5
8973589,3.8,4.0,3.5,3.8,3.6,2.5,3.6,3.3,3.1,3.2,4.1,2.6
3184488,2.6,3.9,4.7,3.9,3.6,2.5,4.6,3.6,4.6,3.6,4.1,1.4
5131348,4.2,3.0,3.1,3.3,3.7,3.8,3.4,5.0,3.0,4.8,2.8,3.9
9016961,3.9,4.3,2.5,3.7,2.9,2.6,3.1,2.8,3.0,2.2,3.6,4.2
3838279,3.0,3.0,2.4,4.6,4.5,3.7,4.3,3.1,3.0,4.9,2.6,2.0
8680521,4.7,1.9,1.5,3.7,2.6,4.7,4.3,3.3,4.1,3.3,2.2,2.3
4972971,3.5,3.1,4.1,4.9,2.0,4.2,2.7,3.6,3.7,4.6,3.6,3.5
9457886,2.9,3.9,4.2,5.0,3.0,3.6,2.9,2.6,3.9,4.0,2.6,2.6
3241632,3.0,3.1,5.0,4.0,3.2,2.7,2.9,1.4,3.4,4.7,4.5,3.4
2237063,2.3,3.5,4.0,3.5,4.0,3.2,4.0,4.1,2.8,3.4,2.9,2.7
5592377,2.7,3.6,3.0,3.2,3.0,4.0,3.9,3.1,2.8,3.6,4.9,2.3
2953836,4.3,3.5,2.1,4.4,3.7,3.9,3.8,2.9,4.0,3.7,4.7,4.2
8941891,3.7,3.9,2.8,3.8,3.1,3.8,3.9,3.2,4.8,3.4,3.9,4.1
9991165,2.5,2.2,3.5,2.7,3.7,2.2,2.7,2.4,4.3,3.5,3.8,2.2
2494780,4.0,3.4,4.3,2.9,3.6,3.8,4.4,3.7,4.4,3.3,2.7,3.5
5762920,4.7,3.6,3.2,4.2,3.1,3.1,4.2,3.1,3.2,2.6,2.9,4.6
7974290,3.3,3.2,4.2,2.6,4.9,3.1,3.4,4.5,2.8,4.3,4.2,3.4
5004048,4.9,3.4,2.7,3.4,3.4,3.8,2.6,2.7,3.7,1.9,2.6,3.5
9768632,3.8,3.5,3.3,2.8,3.0,1.9,3.8,3.7,3.9,3.2,3.2,3.3
4459634,4.1,5.0,3.6,3.3,3.1,3.6,3.0,2.1,3.8,4.0,3.3,4.0
9030939,2.0,4.5,2.4,2.2,2.4,3.3,3.8,3.5,3.6,2.4,3.7,3.3
5814436,3.7,4.0,3.0,2.7,3.7,2.9,3.6,3.5,3.8,2.6,4.4,2.7
9076248,1.7,3.8,4.0,4.5,2.4,5.0,2.7,3.6,4.1,3.6,2.8,2.7
7708731,2.3,3.2,3.3,3.7,3.0,3.7,2.7,3.4,3.0,3.9,3.7,3.5
4753582,3.5,3.1,3.7,3.4,4.0,5.0,2.7,3.1,3.7,4.4,2.2,4.0
8738310,4.0,2.9,3.8,2.9,4.1,2.4,5.0,4.0,2.7,5.0,3.0,3.3
1860304,3.6,4.6,3.8,2.7,3.3,3.3,2.3,3.8,3.7,3.6,3.8,3.9
2451847,5.0,3.2,2.9,4.0,3.0,3.9,4.6,4.7,4.4,4.8,3.9,3.0
7751395,2.9,3.3,3.4,3.8,2.6,3.5,3.2,4.3,3.4,5.0,3.1,3.4
9802799,3.5,4.2,4.3,3.5,4.2,4.0,4.2,2.4,3.2,3.2,4.1,2.3
8202741,4.1,3.8,4.3,3.9,3.4,3.8,3.4,3.9,2.5,3.1,3.8,3.3
9003185,3.5,2.7,1.2,2.9,3.7,2.5,3.8,3.5,3.7,3.2,3.2,4.8
2590788,3.3,4.0,3.8,2.2,1.8,3.3,4.8,2.9,3.7,3.6,3.5,4.3
5434781,3.8,3.7,3.0,2.4,3.7,3.7,3.5,4.9,3.3,3.9,3.0,3.4
7702472,1.6,3.0,4.0,2.0,3.5,2.6,4.9,3.3,3.7,3.2,3.9,3.2
9172977,3.3,2.3,2.3,4.3,3.2,2.7,2.9,2.7,3.1,2.7,3.7,3.1
5094334,3.4,3.8,4.4,2.8,2.1,3.5,3.8,3.8,3.5,4.6,4.0,3.1
1058171,3.9,2.0,4.4,4.3,3.6,3.3,4.3,3.1,4.2,4.2,4.1,4.1
4899709,3.9,2.6,2.7,3.5,3.1,4.5,4.9,4.8,5.0,2.0,2.3,2.9
3596588,4.6,4.1,2.9,2.5,4.1,5.0,2.9,4.3,2.8,4.1,2.8,3.8
2015133,2.2,5.0,3.8,2.2,3.6,2.9,3.8,3.5,3.2,3.2,3.2,2.5
4589436,3.8,3.8,5.0,2.6,3.2,3.1,3.2,3.4,2.8,1.9,4.0,2.9
2005026,3.0,2.1,3.9,5.0,3.0,4.0,3.6,3.8,3.2,3.5,3.6,3.6
8126395,3.2,3.6,3.9,4.5,2.2,3.5,3.4,3.2,3.9,3.1,3.1,4.2
9055968,3.5,5.0,3.9,4.2,4.5,4.1,3.0,2.9,3.5,2.6,3.9,4.7
8572526,3.1,4.0,3.8,2.6,3.7,4.2,3.8,3.6,3.9,3.3,3.4,4.7
2441588,1.7,3.0,3.6,3.9,4.3,3.7,3.5,5.0,4.1,3.2,2.8,3.4
3494703,3.1,3.5,3.3,4.6,4.5,4.1,3.7,4.2,3.7,2.0,1.9,3.3
5474208,3.2,1.8,3.8,5.0,4.7,3.6,4.2,3.7,2.6,3.2,1.9,4.1
9362027,2.9,4.3,3.4,4.2,3.7,3.0,2.4,2.7,3.2,4.2,3.5,3.8
5601771,2.8,4.1,3.6,3.2,3.3,3.6,4.1,3.5,3.7,3.3,3.5,2.4
3938475,3.7,3.1,4.6,2.9,4.4,4.8,3.7,4.2,3.3,3.6,2.9,3.7
4642221,3.3,3.1,3.9,3.6,3.7,4.1,3.9,4.0,3.5,4.6,4.2,3.7
1218503,4.6,4.8,3.9,3.7,4.5,2.8,4.6,5.0,3.6,3.3,1.6,3.8
7108240,4.2,3.4,3.5,4.1,2.8,2.9,3.5,3.2,4.8,3.9,3.7,2.5
3282223,3.1,2.4,2.8,3.7,3.1,3.7,4.1,4.0,3.8,3.1,3.5,4.5
4754542,3.2,3.0,4.9,4.3,2.9,3.8,3.9,3.6,3.6,4.4,4.7,3.6
1765805,3.7,3.2,4.4,2.6,3.6,4.0,1.8,2.4,3.3,2.6,3.1,3.5
6295785,4.1,3.0,3.8,3.9,3.2,3.7,3.1,2.9,3.5,3.3,2.2,3.6
6797418,4.5,4.2,3.1,3.6,4.3,2.8,4.5,2.3,3.3,4.2,2.4,2.8
4733162,4.6,3.5,3.3,2.1,4.1,3.6,1.5,3.7,3.6,2.4,4.9,4.4
9152714,3.9,3.7,3.9,3.9,4.4,2.5,3.1,2.9,3.7,3.2,3.3,4.7
7416629,4.4,3.0,3.5,2.7,4.2,3.3,3.3,2.9,4.4,2.9,4.0,3.8
3073151,4.5,4.6,4.2,4.5,3.4,2.9,1.6,3.7,3.6,4.0,4.8,3.6
4388530,2.5,3.2,3.1,3.2,2.8,3.0,3.4,3.4,3.5,2.0,3.5,3.8
9202948,3.9,3.8,4.1,2.8,3.0,2.5,4.1,3.7,4.6,4.5,2.4,3.6
8332692,2.5,5.0,3.9,5.0,3.3,3.7,3.5,5.0,3.9,3.5,3.3,3.6
6643830,3.5,3.7,5.0,4.1,2.6,4.7,5.0,2.8,3.9,2.7,2.7,2.2
4682535,3.5,2.1,4.5,3.0,3.2,2.3,3.6,3.9,2.1,3.2,4.7,2.8
4076261,4.5,2.9,3.2,4.0,3.7,2.9,3.4,4.3,3.5,3.9,3.6,4.1
9605211,3.9,4.2,3.8,4.0,3.9,3.4,3.7,4.2,4.6,5.0,2.9,3.8
6717405,3.7,2.4,4.6,3.6,3.3,2.9,4.8,3.2,3.3,3.8,3.4,3.6
9523770,3.1,3.3,3.4,3.6,3.9,2.3,3.9,4.3,3.4,4.4,3.5,4.4
1143461,2.6,3.7,3.1,3.4,2.9,3.9,2.2,3.4,3.9,3.9,3.8,3.9
9765175,2.7,3.1,3.1,3.9,4.1,4.6,3.0,3.8,3.3,3.3,2.8,4.4
4064156,2.5,3.5,2.0,4.1,3.0,3.6,3.7,2.8,1.4,2.7,3.6,3.2
5726552,3.5,4.9,1.9,4.5,3.5,3.5,4.3,3.1,3.7,2.3,3.9,3.0
9642069,3.5,2.6,3.0,3.2,2.4,3.7,4.3,3.3,4.2,5.0,4.2,3.2
6141947,4.7,4.2,4.1,2.6,2.4,4.8,1.9,2.6,4.0,2.5,3.9,3.9
9188723,3.0,4.6,3.9,3.3,2.5,2.8,3.0,2.6,4.1,3.0,3.8,4.0
2224214,4.8,3.0,4.6,3.0,2.6,4.1,5.0,2.9,2.6,4.1,2.9,3.6
1819556,3.3,3.9,4.5,2.2,3.6,2.9,4.5,4.3,3.1,3.0,2.4,5.0
7119538,3.1,2.1,4.3,3.2,3.0,2.9,2.7,1.7,3.7,3.5,4.0,3.3
7111323,4.2,2.9,4.1,3.0,4.2,2.3,3.6,2.6,3.7,2.7,3.2,2.2
6652007,4.7,3.2,2.9,2.4,2.9,2.3,2.9,2.8,3.5,2.1,2.7,3.9
7677606,3.9,5.0,2.9,4.0,3.3,4.2,4.2,4.8,3.1,3.7,3.2,3.3
4175961,4.0,2.7,4.3,3.1,3.2,3.5,3.6,3.3,3.6,3.2,3.1,4.7
3287249,5.0,3.7,3.8,5.0,3.7,4.8,2.9,4.0,4.0,4.0,3.1,3.6
4846683,2.8,2.8,2.9,4.1,2.2,4.2,4.4,5.0,3.5,2.0,2.4,4.2
6187173,3.8,3.3,3.7,3.6,2.2,3.4,3.7,3.8,3.5,3.7,4.0,3.9
1796347,2.7,4.1,4.9,4.3,4.7,3.2,3.8,1.7,3.2,3.8,4.4,3.5
1875009,3.0,4.3,2.9,2.7,4.1,3.7,2.7,4.1,4.8,3.3,2.6,4.2
1665673,5.0,4.4,4.5,3.2,4.5,4.3,3.3,3.2,2.1,3.5,3.8,2.5
8865221,3.6,3.9,3.1,3.7,2.4,3.9,2.3,4.9,1.6,2.1,1.5,2.4
1061700,4.0,3.8,3.4,4.2,4.3,3.1,4.4,4.7,2.4,3.0,3.9,4.0
6494567,3.2,3.4,3.1,3.6,4.4,3.7,3.3,5.0,5.0,3.6,4.2,4.6
3919928,4.2,2.8,4.1,3.5,5.0,4.6,2.3,3.5,4.5,4.8,3.5,4.1
7152612,3.4,3.1,3.7,4.6,3.0,3.1,4.9,3.1,3.1,3.5,4.1,2.6
5112798,2.2,3.7,4.5,2.5,2.6,2.4,3.9,3.3,4.0,4.3,4.2,3.1
5993871,4.1,3.3,2.9,2.8,4.5,3.9,4.2,3.3,3.4,3.0,4.1,3.1
8399883,4.6,4.5,3.4,2.1,3.7,4.1,3.1,3.9,2.9,3.1,3.8,3.5
6806993,4.1,4.0,2.3,4.1,2.3,3.5,3.6,2.4,2.1,3.5,4.7,2.1
4352798,2.9,3.2,3.6,3.1,4.0,2.8,3.4,3.3,4.7,2.9,2.7,2.9
7256514,2.9,2.4,4.5,2.7,3.4,2.6,2.9,2.1,2.8,3.3,4.0,5.0
1777966,4.5,2.7,4.5,2.8,3.9,3.1,2.6,3.5,3.1,3.5,3.9,3.6
5257264,3.2,3.9,4.1,4.2,4.0,4.0,3.4,3.4,2.7,4.4,4.8,2.3
9500989,1.9,4.6,3.2,2.6,4.7,3.7,1.9,3.3,2.7,3.5,3.5,2.5
1339645,4.0,4.2,3.0,3.6,2.5,5.0,3.8,2.7,3.2,4.6,4.1,4.0
7920824,3.5,2.7,5.0,2.4,2.9,4.4,4.5,3.6,3.5,3.8,2.6,3.5
4344447,3.4,3.7,3.5,4.5,2.2,4.6,2.6,3.3,2.9,2.6,3.1,3.6
8951926,4.1,5.0,3.7,3.6,2.7,2.1,4.3,3.4,3.1,1.9,1.9,4.0
2013690,2.3,3.8,3.5,3.7,5.0,3.5,4.2,3.8,3.3,2.8,2.7,2.4
4799482,4.0,3.6,2.2,5.0,3.8,3.4,2.5,2.5,3.1,3.3,1.2,3.5
4509180,3.5,2.7,4.8,4.9,3.4,3.2,3.6,4.0,3.5,2.5,3.4,5.0
7627778,2.8,3.6,3.3,3.2,2.2,3.0,2.8,3.2,3.6,3.4,3.2,2.8
4029972,4.4,2.8,3.1,4.4,4.7,4.5,4.0,4.0,2.6,3.4,2.7,2.5
8597512,4.6,3.9,4.6,4.1,2.4,3.3,3.4,3.8,1.5,3.2,3.1,2.9
8078866,3.1,4.7,3.8,4.5,4.7,3.7,3.8,3.6,3.3,3.9,2.5,3.7
3967674,3.4,3.5,4.4,4.1,3.6,3.4,3.0,2.7,3.8,3.2,4.3,2.8
4539274,3.0,1.7,4.0,3.6,2.5,3.8,3.3,4.7,4.1,3.3,3.6,3.2
5571788,4.2,3.3,3.4,3.4,3.6,2.9,2.9,1.5,4.3,3.2,3.9,3.2
5052047,2.5,3.6,2.5,2.0,3.5,3.0,2.3,3.9,1.5,4.0,1.7,3.7
4986680,3.3,4.4,3.7,2.1,2.3,3.3,3.6,5.0,4.1,4.3,5.0,4.2
2026413,2.7,3.0,2.8,3.4,3.3,3.6,4.3,4.1,4.0,3.6,5.0,3.6
2623970,4.3,4.6,4.6,3.4,4.7,3.0,3.3,3.4,3.7,4.3,3.3,3.7
9116927,3.4,4.6,3.5,3.2,4.0,4.2,3.7,5.0,3.5,3.4,3.9,5.0
7698170,3.9,4.3,2.3,5.0,4.3,3.6,3.2,3.1,2.6,3.3,2.8,4.8
3880686,3.6,3.8,2.1,4.1,4.0,2.4,3.2,4.6,3.4,3.6,3.9,2.6
2502253,3.0,3.7,2.8,3.5,3.3,4.0,3.3,5.0,4.4,2.3,2.4,5.0
8786980,3.9,3.9,2.9,3.7,1.9,2.8,3.0,4.9,3.7,3.3,3.7,3.6
1439631,3.6,3.6,5.0,3.2,3.7,3.1,3.3,3.6,4.3,4.1,2.5,3.7
8034088,2.4,3.4,3.6,5.0,3.5,3.9,3.3,3.8,4.1,3.3,3.1,4.0
4109364,4.3,2.8,2.7,3.5,3.6,4.6,2.9,3.5,3.1,3.9,3.7,4.3
6262185,3.7,4.4,3.8,4.6,5.0,1.9,2.8,3.7,1.7,2.3,4.7,5.0
4155786,4.0,4.5,2.2,3.7,3.1,3.9,3.6,3.6,4.2,2.1,2.7,2.6
9159728,3.4,3.6,5.0,3.2,2.6,4.7,4.3,3.3,2.9,3.8,3.3,2.8
6668343,3.5,4.2,3.7,2.5,4.8,4.5,3.6,4.0,3.8,3.2,2.9,3.9
3612456,2.7,3.1,2.4,3.8,4.4,3.0,2.9,5.0,4.0,3.1,3.9,4.1
2024700,3.8,3.4,4.5,4.5,4.2,4.6,3.7,3.3,2.8,3.9,4.1,2.3
7603325,4.2,4.2,3.3,3.7,4.2,5.0,2.6,3.3,2.3,3.3,3.6,3.5
8870028,3.1,3.9,5.0,3.4,4.3,2.2,1.5,3.5,3.2,3.6,2.4,3.2
3089863,3.2,4.1,3.9,4.4,3.2,4.3,2.6,4.3,4.4,3.4,3.5,4.1
1169293,3.3,3.3,3.0,2.9,3.7,4.6,3.5,2.8,3.4,3.9,3.4,3.3
3686987,3.0,3.1,3.7,2.3,3.0,4.4,3.8,4.1,2.2,5.0,3.0,3.2
4485030,3.8,3.3,2.5,3.6,4.4,3.2,2.3,3.4,3.6,4.2,4.2,3.8
6494006,2.5,4.8,3.5,4.5,2.5,3.6,2.8,4.1,2.2,3.4,2.8,2.7
8249593,2.2,4.6,3.4,4.9,3.1,3.2,3.9,3.5,2.7,3.1,4.0,3.0
6448243,2.7,3.7,3.1,3.8,3.9,3.6,3.8,3.4,3.9,4.9,2.9,3.5
2427502,5.0,3.0,3.6,4.5,2.5,3.0,4.3,3.2,2.9,3.1,3.6,2.2
1970676,3.9,3.5,2.0,2.3,2.8,3.5,3.4,3.5,2.9,4.1,4.0,3.9
7073861,3.5,1.8,3.3,1.8,3.9,4.4,4.0,3.6,4.4,3.8,4.3,3.5
3808298,3.2,4.2,3.3,3.4,4.8,3.5,3.6,2.2,2.1,2.5,1.7,3.0
3709086,3.3,5.0,2.2,4.6,3.1,3.4,4.5,3.9,3.7,3.5,3.5,2.9
4764052,4.2,2.9,3.3,4.0,3.5,5.0,3.6,3.8,4.1,3.5,3.3,1.8
9219595,2.9,4.3,3.7,2.9,4.5,1.9,4.1,4.9,3.6,3.4,2.4,4.3
1499949,2.6,2.6,3.4,2.3,3.6,4.2,4.4,3.6,3.9,2.6,2.0,2.7
8012063,5.0,3.2,3.3,2.3,3.3,3.7,3.4,4.2,3.7,3.3,2.3,2.6
3477833,3.8,4.3,3.5,4.5,3.6,4.1,3.1,3.1,3.1,5.0,3.6,3.4
5896089,3.1,3.2,4.7,4.0,3.7,3.8,4.7,4.0,4.4,3.8,4.2,3.3
2033683,3.3,3.5,3.3,2.5,2.9,4.0,3.3,3.6,2.6,3.8,3.3,3.6
7255591,4.1,2.4,3.7,4.1,3.2,4.1,4.6,3.6,3.5,2.9,3.4,3.3
3320594,3.5,2.9,2.6,4.3,2.9,3.6,2.5,3.5,2.6,4.7,4.7,2.2
5546342,3.0,4.4,3.2,4.2,3.8,4.1,3.6,3.6,3.6,4.7,3.7,3.6
5229932,2.9,2.2,4.7,3.1,4.1,3.4,3.9,3.6,3.9,3.7,3.8,3.7
3600859,3.7,3.5,3.6,2.4,3.7,2.3,3.4,3.4,3.6,2.6,4.2,3.0
5436461,3.6,4.2,2.3,4.6,2.8,4.5,2.9,4.2,4.8,2.9,2.7,3.3
2826744,3.2,3.4,3.2,3.9,4.0,5.0,3.1,2.9,2.7,3.7,3.6,3.7
2392874,3.6,3.9,4.1,3.4,3.6,3.2,2.7,3.6,3.6,3.3,4.7,3.8
8440525,4.1,5.0,3.8,3.2,3.4,3.5,3.2,5.0,4.8,3.3,3.4,3.4
5670829,4.2,2.7,4.7,3.6,4.5,4.2,2.7,3.1,1.7,4.9,3.9,5.0
5202062,3.1,3.7,5.0,3.0,4.0,3.0,4.2,3.8,3.2,3.4,3.2,4.0
9164280,2.4,4.1,4.7,3.1,3.2,3.6,3.0,3.8,2.9,3.7,1.8,2.4
5074098,3.7,2.5,3.8,2.5,4.1,4.7,4.4,3.6,3.6,3.5,3.7,2.1
8805557,3.7,2.4,1.8,3.2,3.0,3.4,5.0,3.8,3.3,3.9,3.5,4.2
6702256,2.9,4.0,3.5,3.4,5.0,2.1,3.5,3.8,2.3,3.2,3.0,4.1
2229605,4.2,1.8,3.9,2.7,1.4,2.9,3.8,3.1,3.5,4.0,3.0,3.7
9773531,4.9,4.3,4.6,3.5,3.1,2.2,4.2,4.0,3.3,3.9,3.8,4.7
6567824,3.1,2.2,4.3,3.9,5.0,3.8,3.5,2.7,4.9,3.5,2.6,3.6
3850082,4.3,4.0,2.8,4.5,2.8,2.8,4.3,3.6,2.9,3.4,3.0,3.0
7973545,4.2,5.0,4.3,3.3,3.5,3.2,3.2,4.6,5.0,4.9,3.3,3.8
2001143,3.4,3.1,2.4,3.0,3.2,3.1,3.6,3.3,4.0,4.8,3.2,3.5
3707208,2.7,3.4,4.5,4.1,4.5,4.0,4.1,2.5,2.8,3.9,5.0,2.2
4031467,3.7,4.2,3.8,2.5,3.4,3.6,2.4,3.6,2.5,2.7,4.7,3.1
1259198,3.8,2.6,4.4,4.4,4.5,2.5,4.1,3.1,4.1,3.4,2.9,5.0
4217536,2.7,4.0,2.6,3.9,3.6,3.8,4.6,3.8,3.2,4.4,2.5,3.4
6226504,2.3,4.2,3.0,3.9,3.1,3.6,3.6,2.5,3.3,3.1,3.5,2.2
1076422,4.2,3.4,2.8,4.0,4.0,4.2,2.6,2.8,2.9,2.8,3.9,2.4
5573968,3.4,4.0,4.7,3.5,3.1,3.8,5.0,2.5,3.6,4.1,3.5,4.2
7104097,5.0,2.9,2.5,2.2,5.0,4.2,3.2,3.6,3.5,3.3,3.6,3.4
4159774,3.6,3.7,3.5,4.7,3.9,4.1,3.5,3.1,3.5,2.9,3.2,3.1
8733051,3.9,4.2,4.5,3.9,3.8,3.4,2.2,3.6,3.8,3.5,3.6,2.5
5302189,3.5,4.4,4.0,2.6,3.3,2.9,2.8,2.9,3.4,2.1,4.1,4.4
5660410,4.1,4.2,4.1,4.0,4.1,3.4,1.8,3.8,4.8,3.4,3.8,4.7
8842348,2.6,1.5,4.0,3.6,3.0,3.4,3.5,2.9,2.8,4.5,2.7,2.2
7362356,2.4,3.3,2.6,4.2,2.8,2.8,3.6,4.5,2.7,3.7,3.0,4.1
6745860,1.9,2.6,2.1,4.5,1.3,3.8,3.3,2.8,3.7,3.0,3.2,4.7
5229426,4.5,4.0,4.3,3.0,3.0,4.0,2.4,3.8,3.0,4.9,1.8,3.7
9146161,2.6,3.5,3.1,3.7,3.6,3.9,3.7,2.5,2.3,2.4,2.7,3.4
4395158,3.7,4.3,2.6,4.9,3.7,4.0,3.3,4.2,3.4,3.6,2.7,4.5
4631606,4.7,2.1,3.0,3.7,2.7,3.6,3.8,2.9,3.6,3.9,5.0,3.1
4977603,2.3,2.8,3.6,4.4,3.7,2.7,3.2,1.7,4.8,3.9,3.9,3.4
8477349,3.3,2.7,4.3,4.3,3.7,2.1,2.6,3.6,5.0,4.2,4.0,3.9
8868057,3.2,3.7,3.1,3.5,4.7,4.0,3.5,3.5,3.4,4.1,5.0,3.5
7139143,3.5,4.9,2.8,3.1,4.3,4.2,2.4,4.0,0.9,4.3,2.7,3.7
1949230,3.4,4.0,3.0,4.3,4.4,4.1,3.7,3.0,4.0,3.1,3.8,2.7
2621870,3.0,1.1,4.2,3.0,4.2,3.9,1.9,3.1,3.6,5.0,2.8,4.6
7141759,2.8,2.3,4.0,2.7,3.9,3.5,3.7,3.4,3.2,2.4,2.5,3.3
9849660,2.6,5.0,4.3,3.3,3.8,2.6,3.7,4.4,1.2,4.1,1.8,4.3
5907821,3.0,3.8,3.8,3.5,3.7,4.0,5.0,2.4,4.0,2.6,2.7,4.3
7969059,3.8,3.3,2.6,3.4,4.3,3.5,4.4,2.6,1.9,2.1,5.0,3.5
8669919,4.2,3.7,3.5,1.4,3.5,2.4,3.2,3.4,4.1,3.4,2.2,2.8
9269076,4.2,1.8,3.9,4.9,3.2,4.7,4.4,2.4,3.2,2.9,3.5,2.2
8271862,2.7,3.9,3.2,5.0,2.0,4.9,4.2,3.6,2.7,3.9,2.8,3.5
9403132,3.2,3.1,3.9,2.5,2.2,4.1,3.4,3.2,2.6,4.0,3.4,2.5
5889731,3.5,1.6,3.8,5.0,2.9,3.0,4.7,4.3,3.1,3.4,2.3,4.2
8548200,3.3,4.1,3.3,1.1,3.1,3.4,2.8,3.0,4.6,3.2,4.5,3.3
6363723,4.2,2.8,3.6,3.5,3.5,4.9,2.7,4.0,3.2,3.0,5.0,3.0
4378263,4.0,3.3,4.0,3.0,2.7,3.7,4.0,3.8,2.0,5.0,3.4,5.0
